STOP_ID,DIRECTION_ID,STOP_NAME,STATION_NAME,MAP_ID,ADA,RED,BLUE,G,BRN,P,Pexp,Y,Pnk,O,Location
30128,S,Armitage (Loop-bound),Armitage,40660,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"(41.918217, -87.652644)"
30205,N,Ashland (Loop-bound),Ashland,41060,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"(41.839234, -87.665317)"
30206,S,Ashland (Midway-bound),Ashland,41060,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"(41.839234, -87.665317)"
30056,E,Ashland/63rd (Harlem-bound),Ashland/63rd,40290,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.77886, -87.663766)"
30057,W,Ashland/63rd (Terminal arrival),Ashland/63rd,40290,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.77886, -87.663766)"
30002,W,Austin (Forest Pk-bound),Austin,40010,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.870851, -87.776812)"
30001,E,Austin (O'Hare-bound),Austin,40010,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.870851, -87.776812)"
30243,E,Austin (63rd-bound),Austin,41260,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.887293, -87.774135)"
30244,W,Austin (Harlem-bound),Austin,41260,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.887293, -87.774135)"
30013,S,Belmont (O'Hare Branch) (Forest Pk-bound),Belmont,40060,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.938132, -87.712359)"
30012,N,Belmont (O'Hare Branch) (O'Hare-bound),Belmont,40060,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.938132, -87.712359)"
30256,S,Belmont (95th-bound),Belmont,41320,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.939751, -87.65338)"
30255,N,Belmont (Howard-bound),Belmont,41320,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.939751, -87.65338)"
30257,N,Belmont (Kimball-Linden-bound),Belmont,41320,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"(41.939751, -87.65338)"
30258,S,Belmont (Loop-bound),Belmont,41320,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"(41.939751, -87.65338)"
30067,S,Berwyn (95th-bound),Berwyn,40340,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.977984, -87.658668)"
30066,N,Berwyn (Howard-bound),Berwyn,40340,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.977984, -87.658668)"
30268,S,Bryn Mawr (95th-bound),Bryn Mawr,41380,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.983504, -87.65884)"
30267,N,Bryn Mawr (Howard-bound),Bryn Mawr,41380,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.983504, -87.65884)"
30087,W,California (54th/Cermak-bound),California,40440,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"(41.854109, -87.694774)"
30086,E,California (Loop-bound),California,40440,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"(41.854109, -87.694774)"
30265,E,California (63rd-bound),California,41360,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.88422, -87.696234)"
30266,W,California (Harlem-bound),California,41360,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.88422, -87.696234)"
30054,E,Central (63rd-bound),Central,40280,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.887389, -87.76565)"
30055,W,Central (Harlem-bound),Central,40280,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.887389, -87.76565)"
30152,W,Central Park (54th/Cermak-bound),Central Park,40780,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"(41.853839, -87.714842)"
